"gētīy, plur. gētīyān","<gytyḏ, gytyd’n'>",this world; of this world (adj.); cf. lesson 5  07
gētīyīg,<gytydyk'>,of/in this world  08
gilag-ōbār,<glk'-’wp’l>,"swallowing one’s complaints, patient, long-suffering  13"
gilistag,<glstk'>,"den, burrow  12"
gīr- grift ,<OHDWN-; glpt>,"take, seize  08"
gizistag,<gcstk'>,accursed (about Ahrimen and Alexander)  05
Gōbedšāh,<gwptš’h>,name of a mythical king  10
Gōčihr,<gwcyhl>,a celestial dragon; lunar node  06
gōhr,<gw’hl>,(some kind of) substance; jewel  08
gōhr,<gwhl>,"substance, disposition  17"
gōhr-pēsīd,<gw’hl-pysyt'>,jewel-adorned  08
gōhr-pēsīd ,<gwhlpysyt'>,adorned with jewels  11
gōkānīg,<gwk’nyk'>,detailed   12
gōkarn,<gwkln>,Cow’s ear (Avestan); name of a mythical plant  09
gōmēz,<gwmyc'>,urine (of cattle used for cleansing)  10
gōš,<gwš>,ear  13
gōspand,<gwspnd>,domestic animal  01
gōšt,<BSLYA>,meat  04
Gōšurūn,<gwš’wlwn'>,the Soul of the Cow/Bull  10
gōw- guft ,"<YMLLWN-, YMRRWN-;  06",
gōw- guft ,"<YMLLWN-, YMRRWN-;  04",
gōwizār,<gwwc’l>,"in detail, detailed  09"
grāmīg ,<gl’myk'>,"dear, precious  12"
grawagān,<glwk’n'>,"security, collateral  16"
grāy,<gl’d>,heavier (sin)  04
griftār,<glp̄t’l>,"captive, prisoner  10"
grīw ,<CWLE>,"neck, self  10"
grīy- grīst (grīyist),<BK̲YWN->,weep  08
grōh,<glwh>,group  08
gugān-,<gwk’n->,bury; destroy  15
gumān,<gwm’n'>,doubtful (be ~ = have doubt); + pad “about”  04
gumār- gumārd,<gwm’l-t'>.,"appoint; + pad: “to, for”  08"
gumārdag,<gwm’ltk'>,"appointed (guardian, etc.)  16"
gumēz,<gwmyc'>,mixed; + kerdan: mingle (evil into)  15
gumēz- gumēxt,< gwmyc- gwmyht'>,"mix, mingle, blend  10"
gumēzišn ,<gwmycšn'>,"mixture, the Mixture (of Good and Evil)  08"
gund,<gwnd>,"fighting force, troop; testicle  08"
gundag,<gwndk'>,troop (of soldiers)  17
gurdīhā,<gwltyh’>,like a hero  17
gurg,<gwlg>,wolf   01
gurg-borne,<gwlg>,wolf-borne  16
gursagīh,<gwlskyh>,hunger  09
gušn,<gwšn'>,"male animal; + hištan, let the males in (to the females to breed)  10"
gušn-hilišnīh,<gwšn' ŠḆKWN-šn-yh>,releasing of the male animals (in to the females)  12
Gušnasp ,<gwšnsp'>,name of one of the three main Sasanian fires  05
,gwb- gwpt'>,"say, speak; with abar: recite   04"
gyāg,<gyw’k>,place  03
gyān,"<y’n', HYA>","soul, vital spirit (leaves the body at death)  02"
gyān-abespār,<y’n' ’p̄sp̄’l>,(someone) who gives his life  16
gyānōmand,<y’n'-’wmnd>,"with soul, in soul  07"
hād,<HWE(')t'>,particle introducing a comment  16
Hadiš,<hdyš>,"genius of the dwelling place, deity of the harvest season  11"
haft-kišwar,<hpt' kyšwl>,having seven continents  10
haft-kišwar,<hp̄t' kyšwl>,of (living in) the seven continents  02
Haftōring (Haptōring),<hp̄twl(y)ng>,"the Big Dipper, Ursa Major; Av. Haptōiriṇga  08"
hagriz ... nē ,<hklc ... LA>,never (see Lesson 19)  14
haguriz = hagriz,<hkwlc>,ever; + nē: “never”  17
ham,<hm>,same  09
ham-dādestān,<hmd’tst’n'>,agreed  03
ham-dmanīh,<hmdmnyh>,living in the same house  18
ham-dūdag,<hmdwtk'>,someone of the same family  18
ham-ēwēn,<hm’ywyn'>,in total (?); uncertain meaning (Macuch suggests ‘having equal shares’)  18
ham-ēwēnag,<hm’dwynk'>,in the same way/manner  17
ham-pursag,<hmpwrsk'>,someone who consults (with learned men)  10
ham-xwāstag,<hmhw’stk' hmNKSYA>,being co-owner of a property  18
hamāg,<hm’k'>,all  03
hamāg-ēwēnag,<hm’k ’ywynk'>,all kinds of  19
hamāg-pursišnīh ,<hm’k'-pwrsšnyh>,being informed about all things; rendering of Av. *hāmō.fraša- “all perfect” or similar  14
hamāg-rawišn,<hm’k-lwbšn'>,renders Av. hauruuatāt “wholeness”  19
hamāg-xwārīh,<hm’k'-hw’lyh>,"all bliss, all joy  06"
hamahl ,<hm’hl>,(someone of) equal (social standing)  11
hambandīh,<hmbndyh>,being bound together  15
hambār,"<hnb’l, hmb’l>",store (what is stored up); + kun- “store up”  11
hambašn,<hmbšn'>,of the same height  13
hambawēn-,<hm YHWWNyn->,make into something composed/coherent (?)  17
hambawēnīdār,<hm-YHWWNynyt’l>,one who makes sth. into something composed  17
hambawīh-,<hmbwyh->,"be composed, come together  18"
hambawišnīh,<hm YHWWNšnyh>,"becoming composed, conception  17"
hambāyīh,<hmb’gyh>,"sharing, partnership  13"
hambun-iz,<hmbwnc>,altogether; ~ ... nē “not ... at all”  19
hambūsīh-,<hmbwsyh->,"passive of Man. MPers. hambūsēn- “to produce, spawn”  15"
hamdādestān,<hmd’dst’n'>,agreed; + “to be”: “to agree’  04
hamdēsag,<hmdysk'>,of the same shape  13
hamē-rawišnīh,<hmydy-lwbšnyh>,eternity  07
hamē-rawišnīh ,<hmydy-lwbšnyh>,eternity  14
hamēmāl,<hmym’l>,opponent (war and law); fellow man  08
hamēšag-sōz,<hmyšk' swc'>,ever-burning  14
hamēstagān,<hmystk’n'>,the intermediate resting place of the souls  04
hamēstār,<hmyst’l (hm’yyt’l)>,opponent  07
hamēstārēn-,<hmyst’lyn->,"be an opponent of, oppose  17"
hamēstārīh ,<hmyst’lyh>,opposition  06
hamgōnag,<hmgwnk'>,likewise  19
hamgumēzišn,<hm gwmycšn'>,"mingling together, having intercourse  15"
hamhāg,<hmh’k'>,companion  17
hamīh,<hmyh>,togetherness  13
hāmīn ,<h’myn' [hmyn']>,summer  10
hamkār,<hmk’l>,collaborator  06
hamkārīh,< hmk՚lyh.,collaboration  14
"hammis, hamist",<KHDE>,1. (together) with (postpos.); 2. all  09
hāmōyēn ,<h’mwdyn'>,"all, entire; altogether  07"
hampursagīh,<hmpwrskyh>,conversation  19
hamsūd,<hmswt'>,sharing benefit  17
hamtāg,<hmt’k'>,"(social, socially) equal  08"
hamtāg ,<hmt’k'>,"equal, peer  11"
hamwār,<hmw’l>,always  05
hamziyān,<hmzyd’n'>,sharing damage  17
handām ,<hnd’m>,"limb, body part  13"
handarz,<hndlc'>,advice   10
handāzag ,<hnd’ck'>,"similarity, example, measure; + ī “similar to”  08"
handēmān,<hndym’n'>,"lit.: being before one’s eyes; ~ ī ... kerdan “bring into the presence of, introduce to”  15"
handēmāngarīh,<hndym’nglyh>,the task of introducing someone  15
handēš- handēšīd,<hndyš->,think; + rāy “about”  10
hangām ,<hng’m>,time  10
hangār- hangāšt,<hng’l- hng’št>,"think, consider  19"
hangōšīdag ,<hngwšytk'>,like; also: hangōšīdag ... homānāg  12
hanǰāb- hanǰāft,<hnc’p̄- hnc’p̄t'>,"finish, conclude (trans.)  19"
hanǰābišnīg,<hnc’p̄šynk>,bound to end  19
hanǰaman,<hncmn'>,assembly  07
har(w)kīn,<hl(w)kyn'>,all  12
Harburz,<hlbwlc>,the mountain surrounding the world  03
harw dō,<KRA 2>,both  08
harw kas,<KRA AYŠ>,everybody  08
"harw tis, harw tis-ēw",<KRA MNDOM(-1)>,everything  04
harw-gōnag,<KRA gwnk'>,every kind of  17
harwisp,"< hlwsp̄', KRAwsp̄'>","every, all  07"
harwisp-āgāhīh,<hlwsp'’k’syh>,omniscience  05
harwisp-pēsīd ,<KRAwsp̄' pysyt'>,adorned with every (adornment)  12
hāsr ,<h’sl>,a ‘league’ (measure of distance)  06
hāwand,<h’wnd>,"equal, counterpart  13"
hāwišt,<h’wšt'>,"student, pupil  17"
hayār = ayār,<hdyb’l>,helper  11
hayār- = ayār-,<hdyb’l->,be able to  11
hayārēn-,<hdyb’lyn->,assist  17
hayārīh (ayārīh) ,<hdyb’lyh>,help  09
hāz- hāxt ,<h’c- h’ht'>,"lead, guide (Av. hācaiia- lit. “make follow”)  17"
hazangrōzim,<hznglwkzm>,millennium  19
hazār-gōš,<1000 gwš>,with a thousand ears  18
hazārag,<hc’lk'>,millennium   17
hazārgānag,<hc’l-k’nk'>,"a thousand-fold, by thousands  09"
"hazzān, hazdān","<hz’n', hzd’n'>",ossuary (place to put the bones)  15
henǰ- (hanǰ-) haxt,"<hnc-, hht'>","pull, draw (water) = āhenǰ- āhaxt  15"
hērbed ,<hylpt'>,(religious) teacher  10
hērbed ,<hylpt'>,teacher of the dēn   14
hērbedestān,<hylptst’n'>,place for priestly studies; + kun- “go to ‘school’”  10
Hērbedestān ,<hylptst’n'>,name of a book: “Manual for teachers”  10
hēzag,<hyck'>,bucket  15
hil- hišt,<ŠBKWN->,"let out, allow  06"
Hindūg,<hndwk'>,Indian  10
Hindūgān rōd,<hndwk’n' lwt'>,"the river of the Indians, the Indus  10"
Hindūstān,<hndwst’n'>,India  10
hixr,"<hyhl, h’sl (h’hl, hsl) >",bodily excretions  08
hixr,"<hyhl, h’hl, hsl, h’sl>",bodily secretions (incl. nails and hair)  04
hōm,<hwm>,"hōm, ritual drink (Av. haoma, OInd. soma)  09"
homānāg,<hwm’n’k'>,"similar, like: + ō “to”  03"
homānāg,<h(w)m’n’k'>,"resembling, similar; + ō “to”  14"
homānāg,"<hwm’n’k', hm’n’k'>","similar to, like  06"
homānāgīh,<h(w)m’n’kyh>,"resemblance, similarity; + ō “to”  14"
homānāgīh,<h(w)m’n’kyh>,"similitude, likeness  16"
Hordad,<hwrdt'>,5th of the Amahrspands  07
Hordad,<hwrdt'> ,protector of plants  15
Hōšang,<hwšng>,a mythical king  02
"hōy, hōyag","<hwy, hwyk'>",left (side)  13
Hrōm,<hlwm>,‘Rome’; area west of (the Sasanian empire in) Asia Minor  10
hrōmāyīg,<hlwm’yk'>,Roman  05
hubār,<hwb’l>,who carries well (?)  16
hubar,<hwbl>,"fruitful, fertile  15"
hubōyīh,<hwbwdyh>,"fragrance, perfume  13"
hučašm,<hwcšm>,benevolent; “toward”: pad  01
hučihr,<hwcyhl>,"pretty, beautiful  02"
hučihr-pursišnīh,<hwcyhl-pwrsšnyh>,"it being a “pretty” question, a question’s being appropriate (?)  13"
hudahāg hudāg,"<hwdh’k', hwd’k'>",giver of good (gifts); epithet of the amahrspands  12
hudār,<hwd’l>,who uholds well  16
hudēn,<hw-dyn'>,"having the good dēn, Zoroastrian  04"
hudōšag,<hwdwšk'>,very pleasing  08
huǰahišn,<hwyhšn'>,having a good destiny (adj.)  12
hukāmag ,<hwk’mk'>,of good will (toward)  11
hunarāwandīh,<hwnl’wndyh>,skill  12
hunsand,<hwnsnd>,content; + pad “with”  10
hunušk,<hwnwšk'>,brood (offspring of evil beings)  19
hupādixšāy,<hwp’thš’d>,good ruler  08
huparistāy,<hwplst’y>,of good service (to)  11
huram ,<hwlm>,"happy, elated  11"
hurust,<hwlwst'>,well-grown  08
hušk,<hwšk' >,dry  16
hušk-zamīg,<hwšk'-zmyk'>,(place) where the earth is dry  08
huškar,<hwškl >,some kind of drying agent  18
"husraw, -tar","<hwslwb', -tl>","of good fame, famous; more famous  07"
Husrōy,<hwslwd>,Husrōy (Khosrow) I Anōšīrwān (531-79)  13
Husrōy ,<hwslwd>,"Husrōy (later Husraw, Xosrow)  01"
huwaršt-warzīdār,<hwwlšt' wlcyt’l>,doer of good deeds  12
huwīr,<hwwyl>,manly  02
huxwadāy,<hwhwt’y>,having a good lord; epithet of the amahrspands  12
Hūzestān,<hwcst’n'>,Khuzistan (southwestern Iran)  10
Isadwāstar,<ystw’stl>,"Isadwāstar, a son of Zarduxšt  07"
Isadwāstarān ,<ystw’stl-’n'>,adjective of Isadwāstar (below)  07
ǰādag-gōw,<y’tk' gwb'>,"advocate, intercessor (e.g., for the poor)  12"
ǰādūgīh ,<y’twkyh>,sorcery  08
ǰah- ǰast,<yh- yst'>,"jump, occur (to), befall  07"
ǰahišn,<yhšn'>,"chance, destiny; distinguish from dahišn “creation,” dāšn “gift”  12"
am,<ym>," Jam, Jamshid (mythical king, Avestan Yima)  05"
am ,<ym>,"Jam (mythical king, deposed by Dahāg)  02"
ǰam-kerd,<ym-krt'>,(the war ‘bunker’) made by J̌am (Yima)  10
ǰāmag,<y’mk'>,"garment, coat  08"
ǰāwēdān,<y’wyt’n'>,eternal  06
ǰeh,<yh>,disparaging term for woman; hussy  15
ǰōrdāg,<ywlt’k'>,"barley, grain  09"
ǰōy- ǰūd,"<ywd-, ywt'>",chew  14
ǰud-āb,<ywḇt'-MYA>,devoid of water  08
ǰud-abzār,<ywyt'’p̄z’l>,separated from one’s tools/weapons  19
ǰud-bēš,<ywbt-byš>,keeping harm away  09
ǰud-dādestān ,<ywbt'-d’dst’n'>,disagreeing; + baw-: “to disagree’  04
ǰud-dādestānīh,<ywḇt-d’tst’nyh>,disagreement  05
ǰud-dādestānīh,<ywbt'-d’dst’nyh>,disagreement  04
ǰud-dēw,<ywdt-ŠDYA>,keeping the dēw(s) away  10
ǰud-kardag,<ywyt'kltk'>,not of one piece; opp. ēw-kardag  15
ǰud-ristag,<ywyt' lystk'>,having different ‘ways’  17
ǰud-ristagīh,<ywyt' lystkyh>,heresy  17
ǰud-urwar,<ywḇt'-’wlwl>,devoid of plants  08
ǰudāg,<ywḇt’k'>,separate; + kun-: to separate;   07
ǰudāg,<ywḇt’k'>,separated; + baw-: be separated  08
ǰudāgēn- ,<ywytyn->,separate  19
ǰudīh,<ywytyh>,separation; + ī “from”  19
ǰumbišn,<ywmbšn'>,"movement, motion  15"
ǰuttarīh,<ywyttlyh>,"opposition, something different  12"
ǰuxt,<ywht'>,"pair, couple  07"
ǰuγ,<ywk'>,yoke  13
kabīz,<kpyc'>,bushel  18
kāč,<k’c'>,particle with optative expressing wish (see grammar)  16
kadag,<ktk'>,"house, room  10"
kadag-xwadāy ,<ktk-hwt’d>,master of a house; petty ruler  18
kadām,<kt’m>,which (of many)  02
kadāmīyān-iz,< kt’my’nc>,any at all  12
kadār-iz-ēw,<kt’l-c-1>,whichever (of two)  11
kālbod,<k’lp(w)t'>,"body, bodily frame  18"
kālbod,<k’lpwt'>,"body, form  11"
kām- kāmist,<YCBEN-st'>,wish (impersonal)  10
kām-kerdār,<k’m-krt’l>,acting at will/according to wish  10
kāmag ,<k’mk'>,"will, wish  08"
kāmag-dōysr,<k’mk' dwysl>,“having eyes at wish” (Avestan term)  15
kāmag-hanǰāmīh,<k’mk' hnc’myh>,achieving/succeeding at will = as one wishes  13
kāmag-zīyišnīh,<k’mk' zywšn'>,living at will = as one wishes  13
kāmagōmandīhā,<k’mk’wmndyh’>,willingly  09
kamān,<km’n'>,bow  08
kan- kand,<HPLWN-> ,"dig (out: bē), pull down, destroy  05"
kanārag,<kn’lk'>,"border, edge, side  02"
kanārag,<kn’lk'>,side; andar ~ ‘next to’  15
kanāragōmand ,<kn’lk’wmnd>,limited   12
Kang-diz,<kng-dc'>,the fortress Kang  10
Kangdiz,<kngdc'>,name of a castle  09
kanīg,<knyk'>,young woman  05
kanīzag,<knyck'>,girl  02
kār,<k’l>,"work, activities  01"
Kar,<kl>,name of a mythical fish  04
kār- kišt,<ZLYTN->,"sow, plough, till  09"
karb ,<klp'>,"karb, Av. karapan, kind of priest, enemy of Z.   17"
kārd,"<k’lt', SKYNA>",knife  10
kardag,<krtk'>,custom  16
kardag,<krtk'>,sanctioned practice: pad k. āwar- “do according to sanctioned practice”  10
kārēzār,<k’lyc’l>,battle  04
kārīg,<k’lyk'>,active  15
kārīgar,<k’lykl>,fit to work  19
kāskēn,<k’skyn'>,of lapis lazuli  09
Kašmīr,<kšmyl>,Kashmir  10
Kawād,<kw’t'>,"Kawād I (488-96, 499-531)  13"
Kawādān ,<kw’t’n '>,son of Kawād  13
kay ,<kd>,a title (Av. kauui)  01
Kay-ādur-bōzēd,<k(w)y’twrbwcyt'>,a commentator  16
Kāy-Us (Kay Us),<k’yws>,"Kāy-Us; Pers. Kābus, Qābus  10"
Kayānsīy,<ky’nsyd>,sea in which Z.’s semen is preserved (in a box)  10
kayg ,<k(w)yk'>,"kayg, Av. kauui, kind of priest, enemy of Z.  17"
kē,<MNW>,"who, whom, whose; who, whom, whose?  01"
kem,<kym>,less  06
kēn,<kyn'>,"hate, vengeance  12"
kēn-wizūdārīh,<kyn' wyzwt’lyh>,destruction caused by animosity/revenge  17
kerb ,<klp̄'>,form; Av. kəhrp-  08
kerbag,<krpk'>,good deeds  01
kerbakkar,<krpkgl = klpkkl>,someone who does good deeds  04
kerbakkar,"<krpkkl, krpkgl>",someone who does good deeds  01
kerdag,<krtk'>,"made, designated (guardian, etc.)  16"
kerdan,<krtn'>,to do; infinitive of kun- kerd   06
kerdārīh,<krt’lyh>,"making, action  09"
kēš ,<kyš>,teaching; esp. of non-Zoroastrians and demons  14
keš- kešīd,<kš->,"drag, pull  07"
kēšdār,<kyšd’l>,"someone with a (different) belief (Jews, Muslims, Christians)  16"
Kēwān,<kyw’n>,Saturn  19
Kirm,<klm>,"Kirm, Ardaxšīr’s opponent  16"
kirm,<klm>,worm  16
kirrēn- kirrēnīd,<klyn->,cut up  05
kišwar,<kyšwl>,"continent, land, country  02"
kōf,<kwp'>,mountain  02
kōš- = kōxš-  13,,
kōxš- kōxšīd (kōš- kōšīd),<kwh(š)->,"struggle, fight  08"
kōxšēnīdārīh,<kwhšynyt’lyh>,incitement to fight  19
kōxšišn,<kwhššn'>,"struggle, fight  09"
kōxšišngar,<kwhššngl>,fighter  15
kū,<AYḴ>,"that is, i.e.  04"
kū tā,so that  04,
kūn,< ŠTE>,buttocks  08
kūn,<ŠTE>,"buttocks, anus  16"
kun- kerd,"<OBYDWN-, kwn-, krt'>;  06",
kūn-marz ,<kwnmlc>,anal intercourse  14
kunišn,<kwnšn'>,"activity, doing of deeds  02"
kuš- kušt,"<kwš- kwšt', NKSWN->",kill   10
kušišn,<kwššn'>,killing  18
kust,<kwst'>,"side, direction  06"
kustag,<kwstk'>,"side, direction  07"
mad,<mt'>,came (see Grammar)  05
madār ,<mt’l>,"coming, destined to come  07"
madārtom ,<mt’ltwm>,coming most often  09
mādayān,<m’tgd’n'>,book  09
mādayān ,<m’t’’ny'>,"1. particular, special, essential; also adverb; 2. book  17"
mādayānīhā,<m’t’’nyh’>,"in particular, especially, essentially  17"
magas,<mks>,a fly  11
magas-kerb,<mksklp'>,in/with the shape of a fly  11
māh,<m’h>,moon  02
māh-pāyag,<m’h-p’dk'>,the moon-level  09
māhīg,<m’hyk'>,fish  02
māhīgān,<m’hyk’n'>,month(s)  08
Mahlīy ,<mhlydy) ,= Mašīy  13
Mahlyānīy ,<mhlyd’nydy) ,= Mašyānīy  13
Mahrīy = Mahlīy,<mtryd>  10,
Mahrspandān,<mhrspnd’n'>,son Mahrspand  03
Mahryānīy = Mahlyānīy,<mtryd’nyd>  10,
mān,<m’n'>,"house, mansion  01"
mān- mānd ,<KTLWN->,"dwell; remain (often with abāz, frāz)  05"
mānāg,<m’n’k'>,"similar (to), like; cf. homānāg  14"
māndagīh,<m’ndkyh>,tiredness  09
mang ,<mng>,"hashish, bhang  09"
mānišn,<m’nšn'>,dwelling  12
mānsr,<m’nsl>,sacred word   16
Mānuščihr,<m’nwšcyhl>,epic character  14
mār,<m’l>,snake  01
mar,<ml>,"1. villain, Av. mairiia-; 2. number   16"
marag,<mlk'>,"count, number  07"
mard,<GBRA>,"man, men  01"
mard-bālāy,<GBRA b’l’d>,the height of a man  13
mard-paymān,<GBRA ptm’n'>,"having the measure of a man, adult (15 yrs. +)  12"
mardōm,<mltwm>,"people, humans  01"
mardōm-kerbīh,<ANŠWTA klp̄yh>,being in the form of a human  09
mardōmīh,<mltwmyh>,"humanity (human-ness), being human   06"
mardōmīh,<mltwmyh>,"mankind, humanity  15"
marg,<mlg>,death  04
margarzān,<mlg(’)lc’n'>,"deserving-of-death, guilty of capital   08"
margēn-īd,<mlgyn->,kill  17
margīh ,<mlgyh>,"death, mortality  07"
margōmand,<mlg’wmn'd>,mortal  19
margōmandīh,<mlg’wmndyh>,mortality   15
mārīg ,<m’lyk'>,word  14
marnǰēn- marnǰēnīd,<mlncyn->,destroy  13
marnǰēnīdār ,<mlncynyt’l>,destructive  14
marnǰēnīdār ,<mlncynyt’l>,the Destroyer  09
Mašīy,<mšyḏ >,Mašīy  01
Mašyānīy,<mšyd’nyḏ>,Mašyānīy  01
mayān,<mdy’n'>,middle; waist; + ī: “in the middle of”  06
mayānag,<mdy’nk'>,"middle(-sized), intermediate  08"
māyišn,<m’dšn'>,pleasure  12
Mazdak,<mzd(y)k'>,a reformist under Husrōy  13
mazdakīh,<mzdkyh>,Mazdakism  13
mazdēsn,<mzdysn' (= mh[y]yyt')>,Mazdayasnian (noun and adjective; see Lesson 3 on the spelling)  01
mazg ,<mzg>,"brain, marrow  11"
mazg ,<mzg>,"brain, marrow  13"
meh-gāh,<msy’s>,whose position is greater (higher)  16
meh-sūdīh,<ms swtyh>,greater benefit (in the greater scheme of things)  17
mehmān,<m’hm’n'>,"intimate, intrinsic; + no pre/postposition  05"
mehmān-padišīh,<m’hm’n' ptšyh>,the fact of being lodged in it  18
mehmānēn-,<m’hm’nyn->,make (sb.) lodge in  18
mehmānīh,<m’hm’nyh>,"being guest, intimacy  08"
menišn,<mynšn'>,thought  07
mēnōy,<mynwd>,"the other world; someone in the other world; a being in the other world, “spirit”  06"
mēnōy-wišōb,<mynwy wšwp'>,destroying the other world  18
"mēnōy, mēnōyān","<mynwd, mynwd’n'>",the other world; of the other world (adj)  07
mēnōyān-tāšīd,<mynwy’n' t’šyt'>,fashioned by those in the other world  18
mēnōyīg,<mynwdyk'>,of/in the other world  08
mērag,<mylk'>,"man, husband; oppos. ziyānag “woman, wife”  19"
mēš,<myš>,"sheep, ewe  01"
mēx,"<ms, myh>",nail  16
mēz- mišt,< myc- mšt'>,urinate  10
mēz- mist (mēzīd),"<myc-, mšt'>",urinate  14
Mihr (yazd),<mtr' (yzdt')>,"Mihr (the god, the divine Mihr); Av. Miθra  05"
Mihrān-rōd,<mtl’n'-lwt'>,name of a river; the Indus  10
mihrdrōz ,<mtr'dlwc'>,"contract-breaker, cheater  11"
miyazd,"<my’zd, myzd>",a ritual meal; Av. miiazda-  15
mizd,<mzd>,"fee, reward  04"
mōr,<mwl>,ant  16
mowbed ,<mgwpt'>,"mowbed, high priest  14"
mowmard,"<mgwmlt', mgw-GBRA>",high priest  05
mowmardīh,< mwgmltyh>,"Magian-hood, community of Zor. priests  09"
mōy ,<mwd>,hair  04
murdag,<mwltk'>,dead; corpse  15
,-wYCwLN,<mwlncyn->  13
murw ,<mwlw'>,bird  08
murwāg,<mwlw’k'>,omen  12
murwīzag,<mwlwyck'>,"little bird, chick  18"
myazd = miyazd   15,,
nakkīrāy,<nkyl’y>,denying; + “to be”: “to deny”; + rāy  18
nam,<nm(b)>,dew  11
nam,<nm>,"humidity, moisture  08"
nām,<ŠM>,"name, fame  05"
nāmag ,"<n’mk', ŠMk'>","letter, book  10"
namāz,"<OSGDE, nm’c'>",homage; + bar- “pay homage (to)”  11
nang,<nng>,"shame, modesty  16"
"nārīg, nāyrīg","<n’lyk', n’ylyk'>",adult woman (Av. nāirikā)  08
narm,  19,
nasāy (nasā),<ns’d (ns’)>,"dead matter, corpse  04"
nasāy-nigānīh,<ns’d-nk’nyh>,burial of corpses  09
nask,<nsk'>,the Avesta was divided into 21 nasks  02
naxčīr,<nhcyl>,"game, hunt; ō ~ šaw- “go hunting”  15"
nay- nīd,"<DḆLWN-, YD->",lead (away)  07
"nāyrīg, nārīg",<n’(y)lyk'>,female; Av. nāirikā  11
nazdīk,<nzdyk>,"near, close  11"
nazdīk,<nzdyk'>,"near, close  15"
nazdīk-paywand,<nzdyk-ptwnd>,belonging to the close family  11
nazdist,<nzdst' (nzst')>,"first, at first  06"
nē-rāh,<LA l’s>,“non-road”  03
nēk,<nywk'>,good  04
nēk,<nywk'>,good; good for ...! (see Grammar)  12
nēkīh,<nywkyh>,goodness  04
nēm-tan,<nym tn'>,waist  10
nēmag ,<nymk'>,"side, direction (one of two); < nēm “half”  08"
nēmrōz,<nymlwc'>,south  14
nēmrōz,<nymlwc'>,noon  05
nērōg ,<nylwk'>,strength  18
nērōgōmand,<nylwk’wmnd>,possessing strength  09
Nēryōsang,<nylywksng>,"deity, messenger of the gods; Av. Nairiiō.saŋha-  13"
Nēw-ardaxšīr,<nyw'’lthšyl>,backgammon  12
nēzag,<nyck'>,spear  13
nibaēm-,<np(’)ym->,lay down  16
nibard,<nplt'>,battle; + bar-: “do battle”  17
nibay- nibast,<ŠKBHWN-st'>,lie (down)  11
nibēg,<npyk'>,"written text, book  07"
nibēs- nibišt,"<npys- npšt', YKTYBWN-> write",  09
nigāh,<nk’s>,look; + kun- “look”  16
nigāh dār-,<nk’s-d’l->,"watch, guard  13"
nigan- nigand,<nkn- nknd>,bury  09
niger- nigerīd,<nk(y)l->,look (at)  08
niger- nigerīd,<nkyl->,look (at)   09
nigerišn < niger-,<nkylšn'>,"look, looking at  08"
nigēz,<nkyc'>,"teaching, instruction  12"
nigūn,<nkwn'>,"head-first, upside-down; lowly  16"
nih- nihād,<HNHTWN->,"place, lay  09"
nih- nihād,"<HNHTWN-, -WNt'>",place  07
nihādag,<nh’tk'>,endowment  18
nihān,<nh’n'>,"hidden, in secret  10"
nihang ,<nsng>,a few  15
nihānīg,<nh’nyk'>,"in hiding, hidden  14"
nihānīh,<nyh’nyh>,hiding  13
nihumb,<nhwmb'>,"cover; cf. nihumb- nihuft “cover, conceal”  17"
nihumb- nihuft,"<nhwmb-, nhwpt'>","cover, hide   11"
nikōh- nikōhīd,<nkwh->,"blame, scorn, mock  07"
nimāy- nimūd ,"<nm’d-, nmwt'>",show  07
nimūdārīh,<nmwt’lyh>,(a) showing  16
nīrang (nērang),<nylng>,"a ceremony, ritual, spell  09"
Nīrangestān (Nēr-),<nylngst’n'>,name of a book: “Manual of rituals”  10
nirfs-,<nlps->,wane  07
nīrmad,<nylmt'>,"income, financial advantage, profit  18"
nišān,<nš’n'>,sign  19
nišān- nišāst,<nš’n- nš’st'>,"settle, set down, seat,  09"
nišast ,"<YTYBWNst', nšst'>",seat  12
nišēm,<nšdm>,"seat, bottom   14"
nišēmag,<nšdmk'>,"seat, dwelling  05"
nisēy,<nsydy>,dead fetus; + kun- “to abort”  18
nixwār- nixwārīd,<nswb’l->,hurry  11
niyāyišn,<n’’yšn'>,"reverence, respect; greeting; name of an Avestan/Pahlavi text  11"
niyāyišnōmand,<n’’yšn'’wmnd>,"reverent, respectful  11"
niyāz ,<nyd’c'>,need; needed; + ō “for”  14
,- ßAwYW,<nywkš->   10
niyōxš- niyōxšīd,<nywkhš-> ,listen  10
niyōxšīdār,<nywhšyt’l >,who listens  13
nizār,,"weak, feable  15"
nizārīh-,<nz’lyh->,"be weakened; from nizārēn- “weaken” from nizār “weak, feeble”  18"
Nōdarān,<nwtl’n'>,belonging to the family of Nōdar  09
nōg,<nwk' >,new  07
nōg,<nwk'>,new; anew  13
nōg-wārānīh,<nwk'-w’l’nyh>,New Rain  14
nōg-winnārd,<nwk wyn’lt'>,"newly established, new-fangled  12"
nōgānag,<nwk’nk'>,newly  12
nūn ,<KON>,now  04
ō,<OL>,to  04
ō,<OL>,"to, toward  02"
ō-nūn,<’wKON>,"now, at present, currently   19"
ōbad- ōbast,"<NPLWN-, -WNst'>",fall  07
ōbār- ōbārd,<’wp’l->,swallow  13
ōft- ōftād,"<’wpt-, ’wpt’t'>",fall  07
ōh,<KN>, thus; in the usual manner  10
Ohrmazd,<’whrmẕḏ >,first day of the month  08
